locus_tag,gene_name,product,gene_category,annotation_quality,organism_name,annotation_types,expression_edge_count,significant_up_count,significant_down_count,closest_ortholog_group_size,closest_ortholog_genera,cluster_membership_count,cluster_types,numeric_metric_count,boolean_metric_count,categorical_metric_count,gene_summary,function_description,all_identifiers,numeric_metric_types_observed,boolean_metric_types_observed,categorical_metric_types_observed,compartments_observed,derived_metric_count,derived_metric_value_kinds
PMM1063,gyrA,"DNA gyrase, A subunit",Replication and repair,3,Prochlorococcus MED4,go_bp | go_mf | go_cc | pfam | cog_category | kegg | brite | ec | cyanorak_role | tigr_role,31,2,0,13.0,Prochlorococcus | Synechococcus,2,condition_comparison | diel,6,0,0,"gyrA :: DNA gyrase, A subunit :: A type II topoisomerase that negatively supercoils closed circular double-stranded (ds) DNA in an ATP-dependent manner to modulate DNA topology and maintain chromosomes in an underwound state. Negative supercoiling favors strand separation, and DNA replication, transcription, recombination and repair, all of which involve strand separation. Also able to catalyze the interconversion of other topological isomers of dsDNA rings, including catenanes and knotted rings. Type II topoisomerases break and join 2 DNA strands simultaneously in an ATP-dependent manner","A type II topoisomerase that negatively supercoils closed circular double-stranded (ds) DNA in an ATP-dependent manner to modulate DNA topology and maintain chromosomes in an underwound state. Negative supercoiling favors strand separation, and DNA replication, transcription, recombination and repair, all of which involve strand separation. Also able to catalyze the interconversion of other topological isomers of dsDNA rings, including catenanes and knotted rings. Type II topoisomerases break and join 2 DNA strands simultaneously in an ATP-dependent manner",CK_Pro_MED4_01063 | Q7V124 | TX50_RS05710 | WP_011132696.1,damping_ratio | diel_amplitude_protein_log2 | diel_amplitude_transcript_log2 | peak_time_protein_h | peak_time_transcript_h | protein_transcript_lag_h,,,whole_cell,6,numeric
PMM1064,crtL-b,lycopene beta cyclase,Coenzyme metabolism,3,Prochlorococcus MED4,go_bp | go_mf | pfam | cog_category | kegg | brite | ec | cyanorak_role | tigr_role,24,1,0,13.0,Prochlorococcus | Synechococcus,2,condition_comparison | diel,0,0,0,crtL-b :: lycopene beta cyclase,lycopene beta cyclase,CK_Pro_MED4_01064 | Q7V123 | TX50_RS05715 | WP_011132697.1 | crtL | crtL1,,,,,0,
PMM1068,pgpH,cyclic-di-AMP phosphodiesterase PgpH,Unknown,3,Prochlorococcus MED4,go_mf | go_cc | pfam | cog_category | kegg | ec | cyanorak_role | tigr_role,30,2,1,13.0,Prochlorococcus | Synechococcus,2,condition_comparison | diel,0,0,0,pgpH :: cyclic-di-AMP phosphodiesterase PgpH :: Alternative locus ID,Alternative locus ID,CK_Pro_MED4_01068 | Q7V120 | TX50_RS05735 | WP_011132701.1,,,,,0,
PMM1072,cobB,"hydrogenobyrinic acid a,c-diamide synthase (glutamine-hydrolysing)",Coenzyme metabolism,3,Prochlorococcus MED4,go_bp | go_mf | go_cc | pfam | cog_category | kegg | brite | ec | cyanorak_role | tigr_role,24,2,0,13.0,Prochlorococcus | Synechococcus,2,condition_comparison | diel,0,0,0,"cobB :: hydrogenobyrinic acid a,c-diamide synthase (glutamine-hydrolysing) :: Cobyrinic acid",Cobyrinic acid,CK_Pro_MED4_01072 | Q7TU80 | TX50_RS05755 | WP_011132705.1 | cbiA,,,,,0,
PMM1074,zwf,glucose-6-phosphate 1-dehydrogenase,Carbohydrate metabolism,3,Prochlorococcus MED4,go_bp | go_mf | go_cc | pfam | cog_category | kegg | brite | ec | cyanorak_role | tigr_role,28,7,0,13.0,Prochlorococcus | Synechococcus,3,condition_comparison | diel | time_course,6,0,0,zwf :: glucose-6-phosphate 1-dehydrogenase :: Catalyzes the oxidation of glucose 6-phosphate to 6-phosphogluconolactone,Catalyzes the oxidation of glucose 6-phosphate to 6-phosphogluconolactone,CK_Pro_MED4_01074 | Q7V116 | TX50_RS05765 | WP_011132707.1,damping_ratio | diel_amplitude_protein_log2 | diel_amplitude_transcript_log2 | peak_time_protein_h | peak_time_transcript_h | protein_transcript_lag_h,,,whole_cell,6,numeric
PMM1075,petH,ferredoxin--NADP+ reductase (FNR),Stress response and adaptation,3,Prochlorococcus MED4,go_bp | go_mf | go_cc | pfam | cog_category | kegg | brite | ec | cyanorak_role | tigr_role,31,2,1,13.0,Prochlorococcus | Synechococcus,3,condition_comparison | diel | time_course,0,0,0,petH :: ferredoxin--NADP+ reductase (FNR) :: Alternative locus ID,Alternative locus ID,CK_Pro_MED4_01075 | Q7V115 | TX50_RS05770 | WP_011132708.1,,,,,0,
PMM1077,sasA,adaptive-response sensory kinase,Carbohydrate metabolism,3,Prochlorococcus MED4,go_bp | go_mf | pfam | cog_category | kegg | brite | ec | cyanorak_role | tigr_role,31,4,1,13.0,Prochlorococcus | Synechococcus,2,condition_comparison | diel,0,0,0,"sasA :: adaptive-response sensory kinase :: May be involved in signal transduction. Participates in the KaiABC clock protein complex, which constitutes the main circadian regulator in cyanobacteria, via its interaction with KaiC. Required for robustness of the circadian rhythm of gene expression and is involved in clock outputs","May be involved in signal transduction. Participates in the KaiABC clock protein complex, which constitutes the main circadian regulator in cyanobacteria, via its interaction with KaiC. Required for robustness of the circadian rhythm of gene expression and is involved in clock outputs",CK_Pro_MED4_01077 | TX50_RS05785 | WP_011132710.1,,,,,0,
PMM1078,,conserved hypothetical protein,Unknown,1,Prochlorococcus MED4,cog_category | cyanorak_role | tigr_role,27,5,2,11.0,Prochlorococcus | Synechococcus,3,condition_comparison | diel | time_course,0,0,0,conserved hypothetical protein :: Alternative locus ID,Alternative locus ID,CK_Pro_MED4_01078 | Q7V112 | TX50_RS05790 | WP_011132711.1,,,,,0,
PMM1080,prsA,ribose-phosphate pyrophosphokinase,Carbohydrate metabolism,3,Prochlorococcus MED4,go_bp | go_mf | go_cc | pfam | cog_category | kegg | brite | ec | cyanorak_role | tigr_role,27,2,0,13.0,Prochlorococcus | Synechococcus,2,condition_comparison | diel,6,0,0,prsA :: ribose-phosphate pyrophosphokinase :: Involved in the biosynthesis of the central metabolite phospho-alpha-D-ribosyl-1-pyrophosphate (PRPP) via the transfer of pyrophosphoryl group from ATP to 1-hydroxyl of ribose-5-phosphate (Rib-5-P),Involved in the biosynthesis of the central metabolite phospho-alpha-D-ribosyl-1-pyrophosphate (PRPP) via the transfer of pyrophosphoryl group from ATP to 1-hydroxyl of ribose-5-phosphate (Rib-5-P),CK_Pro_MED4_01080 | TX50_RS05800 | WP_011132713.1,damping_ratio | diel_amplitude_protein_log2 | diel_amplitude_transcript_log2 | peak_time_protein_h | peak_time_transcript_h | protein_transcript_lag_h,,,whole_cell,6,numeric
PMM1081,malQ,4-alpha-glucanotransferase,Carbohydrate metabolism,3,Prochlorococcus MED4,go_bp | go_mf | pfam | cog_category | kegg | brite | ec | cyanorak_role | tigr_role,24,1,0,13.0,Prochlorococcus | Synechococcus,2,condition_comparison | diel,0,0,0,malQ :: 4-alpha-glucanotransferase :: Alternative locus ID,Alternative locus ID,CK_Pro_MED4_01081 | Q7V110 | TX50_RS05805 | WP_011132714.1,,,,,0,
PMM1091,disA,diadenylate cyclase,Signal transduction,3,Prochlorococcus MED4,go_bp | go_mf | pfam | cog_category | ec | cyanorak_role | tigr_role,27,1,1,13.0,Prochlorococcus | Synechococcus,2,condition_comparison | diel,0,0,0,"disA :: diadenylate cyclase :: Catalyzes the condensation of 2 ATP molecules into cyclic di-AMP (c-di-AMP), a second messenger used to regulate differing processes in different bacteria","Catalyzes the condensation of 2 ATP molecules into cyclic di-AMP (c-di-AMP), a second messenger used to regulate differing processes in different bacteria",CK_Pro_MED4_01091 | Q7V103 | TX50_RS05855 | WP_011132724.1 | cdaA | dacA,,,,,0,
PMM1092,uppS,"di-trans,poly-cis-decaprenylcistransferase",Cell wall and membrane,3,Prochlorococcus MED4,go_bp | go_mf | go_cc | pfam | cog_category | kegg | brite | ec | tigr_role,27,2,1,13.0,Prochlorococcus | Synechococcus,2,condition_comparison | diel,0,0,0,"uppS :: di-trans,poly-cis-decaprenylcistransferase :: Catalyzes the condensation of isopentenyl diphosphate (IPP) with allylic pyrophosphates generating different type of terpenoids",Catalyzes the condensation of isopentenyl diphosphate (IPP) with allylic pyrophosphates generating different type of terpenoids,CK_Pro_MED4_01092 | TX50_RS05860 | WP_011132725.1,,,,,0,
PMM1096,lipA1,lipoyl synthase,Coenzyme metabolism,3,Prochlorococcus MED4,go_bp | go_mf | go_cc | pfam | cog_category | kegg | brite | ec | cyanorak_role | tigr_role,16,1,0,13.0,Prochlorococcus | Synechococcus,2,condition_comparison | diel,0,0,0,"lipA1 :: lipoyl synthase :: Catalyzes the radical-mediated insertion of two sulfur atoms into the C-6 and C-8 positions of the octanoyl moiety bound to the lipoyl domains of lipoate-dependent enzymes, thereby converting the octanoylated domains into lipoylated derivatives","Catalyzes the radical-mediated insertion of two sulfur atoms into the C-6 and C-8 positions of the octanoyl moiety bound to the lipoyl domains of lipoate-dependent enzymes, thereby converting the octanoylated domains into lipoylated derivatives",CK_Pro_MED4_01096 | TX50_RS05880 | WP_011132729.1 | lipA,,,,,0,
PMM1097,recR,recombination protein RecR,Replication and repair,3,Prochlorococcus MED4,go_bp | go_mf | pfam | cog_category | kegg | cyanorak_role | tigr_role,24,4,1,13.0,Prochlorococcus | Synechococcus,3,condition_comparison | diel | time_course,0,0,0,recR :: recombination protein RecR :: May play a role in DNA repair. It seems to be involved in an RecBC-independent recombinational process of DNA repair. It may act with RecF and RecO,May play a role in DNA repair. It seems to be involved in an RecBC-independent recombinational process of DNA repair. It may act with RecF and RecO,CK_Pro_MED4_01097 | TX50_RS05885 | WP_011132730.1,,,,,0,
PMM1108,plsC2,1-acyl-sn-glycerol-3-phosphate acyltransferase,Lipid metabolism,3,Prochlorococcus MED4,go_bp | go_mf | go_cc | pfam | cog_category | kegg | brite | ec | cyanorak_role | tigr_role,24,1,2,13.0,Prochlorococcus | Synechococcus,2,condition_comparison | diel,0,0,0,plsC2 :: 1-acyl-sn-glycerol-3-phosphate acyltransferase :: Alternative locus ID,Alternative locus ID,CK_Pro_MED4_01108 | TX50_RS05940 | WP_080503714.1,,,,,0,
PMM1118,hli,high light inducible protein,Stress response and adaptation,3,Prochlorococcus MED4,go_bp | go_cc | pfam | cog_category | cyanorak_role | tigr_role,32,14,2,19.0,Prochlorococcus,3,condition_comparison | diel | time_course,0,0,0,hli :: high light inducible protein :: Alternative locus ID,Alternative locus ID,CK_Pro_MED4_01118 | Q7TTL7 | TX50_RS05995 | WP_011132751.1 | hli12 | hli4,,,,,0,
PMM1119,som,outer membrane porin,Stress response and adaptation,3,Prochlorococcus MED4,go_bp | go_mf | go_cc | pfam | cog_category | cyanorak_role | tigr_role,34,4,1,56.0,Prochlorococcus | Synechococcus,3,condition_comparison | diel | time_course,0,0,0,som :: outer membrane porin :: Alternative locus ID,Alternative locus ID,CK_Pro_MED4_01119 | TX50_RS06000 | WP_042116108.1,,,,,0,
PMM1120,,TPR repeat-containing protein,Unknown,3,Prochlorococcus MED4,go_mf | go_cc | pfam | cog_category | ec | cyanorak_role | tigr_role,24,1,0,47.0,Prochlorococcus,2,condition_comparison | diel,0,0,0,TPR repeat-containing protein :: Alternative locus ID,Alternative locus ID,CK_Pro_MED4_01120 | Q7V0X7 | TX50_RS06005 | WP_011132753.1,,,,,0,
PMM1121,som,outer membrane porin,Stress response and adaptation,2,Prochlorococcus MED4,go_bp | go_mf | go_cc | cog_category | cyanorak_role | tigr_role,29,8,2,56.0,Prochlorococcus | Synechococcus,3,condition_comparison | diel | time_course,0,0,0,som :: outer membrane porin :: outer membrane autotransporter barrel domain protein,outer membrane autotransporter barrel domain protein,CK_Pro_MED4_01121 | TX50_RS06010 | WP_042116110.1,,,,,0,
PMM1122,apt,adenine phosphoribosyltransferase,Nucleotide metabolism,3,Prochlorococcus MED4,go_bp | go_mf | go_cc | pfam | cog_category | kegg | brite | ec | cyanorak_role | tigr_role,27,1,4,13.0,Prochlorococcus | Synechococcus,2,condition_comparison | diel,0,0,0,"apt :: adenine phosphoribosyltransferase :: Catalyzes a salvage reaction resulting in the formation of AMP, that is energically less costly than de novo synthesis","Catalyzes a salvage reaction resulting in the formation of AMP, that is energically less costly than de novo synthesis",CK_Pro_MED4_01122 | TX50_RS06015 | WP_011132755.1,,,,,0,
PMM1123,hupE,hydrogenase/urease accessory protein,Post-translational modification,3,Prochlorococcus MED4,go_cc | pfam | cog_category | kegg | cyanorak_role | tigr_role,19,3,0,11.0,Prochlorococcus | Synechococcus,3,condition_comparison | diel | time_course,0,0,0,hupE :: hydrogenase/urease accessory protein :: Alternative locus ID,Alternative locus ID,CK_Pro_MED4_01123 | Q7V0X4 | TX50_RS06025 | WP_011132756.1,,,,,0,
PMM1124,,autotransporter beta-domain containing protein,Signal transduction,3,Prochlorococcus MED4,go_cc | pfam | cog_category | cyanorak_role | tigr_role,28,6,0,1.0,Prochlorococcus,2,condition_comparison | diel,1,0,0,autotransporter beta-domain containing protein :: pathogenesis,pathogenesis,CK_Pro_MED4_01124 | Q7TU74 | TX50_RS09190 | WP_011132757.1,mascot_identification_probability,,,vesicle,1,numeric
PMM1126,,acyltransferase family protein,Lipid metabolism,3,Prochlorococcus MED4,go_bp | go_mf | go_cc | pfam | cog_category | ec | tigr_role,24,5,1,4.0,Prochlorococcus | Synechococcus,2,condition_comparison | diel,0,0,0,acyltransferase family protein :: PFAM Acyltransferase,PFAM Acyltransferase,CK_Pro_MED4_01126 | Q7V0X3 | TX50_RS09195 | WP_011132759.1,,,,,0,
PMM1128,hli15,high light inducible protein,Stress response and adaptation,2,Prochlorococcus MED4,go_bp | go_cc | cog_category | cyanorak_role | tigr_role,33,17,1,4.0,Prochlorococcus,3,condition_comparison | diel | time_course,0,0,0,hli15 :: high light inducible protein :: Alternative locus ID,Alternative locus ID,CK_Pro_MED4_01128 | Q7V0X1 | TX50_RS06055 | WP_011132761.1,,,,,0,
PMM1132,ydiU,ACR YdiU/UPF0061 family protein,Unknown,3,Prochlorococcus MED4,go_mf | pfam | cog_category | ec | cyanorak_role | tigr_role,27,1,0,13.0,Prochlorococcus | Synechococcus,2,condition_comparison | diel,0,0,0,"ydiU :: ACR YdiU/UPF0061 family protein :: Nucleotidyltransferase involved in the post-translational modification of proteins. It can catalyze the addition of adenosine monophosphate (AMP) or uridine monophosphate (UMP) to a protein, resulting in modifications known as AMPylation and UMPylation","Nucleotidyltransferase involved in the post-translational modification of proteins. It can catalyze the addition of adenosine monophosphate (AMP) or uridine monophosphate (UMP) to a protein, resulting in modifications known as AMPylation and UMPylation",CK_Pro_MED4_01132 | Q7V0W8 | TX50_RS06090 | WP_011132765.1 | selO,,,,,0,
PMM1134,,conserved hypothetical protein (DUF1651),Unknown,1,Prochlorococcus MED4,pfam | cog_category | cyanorak_role | tigr_role,20,10,3,4.0,Prochlorococcus,3,condition_comparison | diel | time_course,0,0,0,conserved hypothetical protein (DUF1651) :: Alternative locus ID,Alternative locus ID,CK_Pro_MED4_01134 | Q7TU71 | TX50_RS06105 | WP_011132767.1,,,,,0,
PMM1135,hli,high light inducible protein,Stress response and adaptation,3,Prochlorococcus MED4,go_bp | go_cc | pfam | cog_category | cyanorak_role | tigr_role,51,26,3,16.0,Prochlorococcus,4,condition_comparison | diel | time_course,0,0,0,hli :: high light inducible protein :: Alternative locus ID,Alternative locus ID,CK_Pro_MED4_01135 | Q7V0W6 | TX50_RS06110 | WP_011132768.1 | hli14,,,,,0,
PMM1144,,alpha/beta hydrolase,Unknown,3,Prochlorococcus MED4,go_bp | go_mf | pfam | cog_category | kegg | ec | cyanorak_role | tigr_role,24,6,0,13.0,Prochlorococcus | Synechococcus,2,condition_comparison | diel,0,0,0,alpha/beta hydrolase :: Alternative locus ID,Alternative locus ID,CK_Pro_MED4_01144 | Q7V0V8 | TX50_RS06165 | WP_011132777.1,,,,,0,
PMM1150,trxB,thioredoxin reductase fused with a thioredoxin domain (large NTR System or NTRC),Coenzyme metabolism,3,Prochlorococcus MED4,go_bp | go_mf | go_cc | pfam | cog_category | kegg | brite | ec | cyanorak_role | tigr_role,33,2,3,11.0,Prochlorococcus | Synechococcus,3,condition_comparison | diel | time_course,0,0,0,trxB :: thioredoxin reductase fused with a thioredoxin domain (large NTR System or NTRC) :: Belongs to the class-II pyridine nucleotide-disulfide oxidoreductase family,Belongs to the class-II pyridine nucleotide-disulfide oxidoreductase family,CK_Pro_MED4_01150 | Q7V0V2 | TX50_RS06195 | WP_011132783.1,,,,,0,
PMM1151,infA,translation initiation factor IF-1,Translation,3,Prochlorococcus MED4,go_bp | go_mf | go_cc | pfam | cog_category | kegg | brite | cyanorak_role | tigr_role,31,5,3,13.0,Prochlorococcus | Synechococcus,2,condition_comparison | diel,0,0,0,"infA :: translation initiation factor IF-1 :: One of the essential components for the initiation of protein synthesis. Stabilizes the binding of IF-2 and IF-3 on the 30S subunit to which N-formylmethionyl-tRNA(fMet) subsequently binds. Helps modulate mRNA selection, yielding the 30S pre- initiation complex (PIC). Upon addition of the 50S ribosomal subunit IF-1, IF-2 and IF-3 are released leaving the mature 70S translation initation complex","One of the essential components for the initiation of protein synthesis. Stabilizes the binding of IF-2 and IF-3 on the 30S subunit to which N-formylmethionyl-tRNA(fMet) subsequently binds. Helps modulate mRNA selection, yielding the 30S pre- initiation complex (PIC). Upon addition of the 50S ribosomal subunit IF-1, IF-2 and IF-3 are released leaving the mature 70S translation initation complex",CK_Pro_MED4_01151 | Q7V0V1 | TX50_RS06200 | WP_011132784.1,,,,,0,
PMM1154,ilvN,"acetolactate synthase, small subunit",Amino acid metabolism,3,Prochlorococcus MED4,go_bp | go_mf | go_cc | pfam | cog_category | kegg | brite | ec | cyanorak_role | tigr_role,31,6,1,13.0,Prochlorococcus | Synechococcus,3,condition_comparison | diel | time_course,0,0,0,"ilvN :: acetolactate synthase, small subunit :: Catalyzes the conversion of 2 pyruvate molecules into acetolactate in the first common step of the biosynthetic pathway of the branched-amino acids such as leucine, isoleucine, and valine","Catalyzes the conversion of 2 pyruvate molecules into acetolactate in the first common step of the biosynthetic pathway of the branched-amino acids such as leucine, isoleucine, and valine",CK_Pro_MED4_01154 | Q7V0U8 | TX50_RS06225 | WP_011132788.1 | ilvH,,,,,0,
