locus_tag,organism,genus,gene_name,product,gene_category,freq,best_rank,annotation_state,annotation_quality,ortholog_group_size,ortholog_genera,protein_id,has_seq
M8001_24260,Pseudomonas putida KT2440,Pseudomonas,,alpha/beta fold hydrolase,Unknown,1,4.0,informative_multi,3,11.0,"Alteromonas, Pseudomonas",WP_049587072.1,True
M8001_25435,Pseudomonas putida KT2440,Pseudomonas,oprC,TonB-dependent copper receptor,Cell wall and membrane,1,4.0,informative_multi,3,12.0,"Alteromonas, Pseudomonas, Shewanella",WP_010955445.1,True
MIT1002_01952,Alteromonas macleodii MIT1002,Alteromonas,,TonB-dependent receptor,Inorganic ion transport,1,4.0,informative_multi,3,9.0,Alteromonas,WP_049588625.1,True
MIT1002_02386,Alteromonas macleodii MIT1002,Alteromonas,ytjA,DUF1328 domain-containing protein,Unknown,1,4.0,informative_single,2,14.0,"Alteromonas, Pseudomonas, Shewanella",WP_049587611.1,True
MIT1002_03506,Alteromonas macleodii MIT1002,Alteromonas,,DUF294 nucleotidyltransferase-like domain-containing protein,Signal transduction,1,4.0,informative_multi,3,10.0,Alteromonas,WP_049586969.1,True
MIT1002_03517,Alteromonas macleodii MIT1002,Alteromonas,,DcaP family trimeric outer membrane transporter,Cell wall and membrane,1,4.0,informative_multi,3,10.0,Alteromonas,WP_014977485.1,True
NATL1_08591,Prochlorococcus NATL1A,Prochlorococcus,,polysaccharide biosynthesis family protein,Cell wall and membrane,1,4.0,informative_multi,3,9.0,"Prochlorococcus, Synechococcus",WP_011823562.1,True
NATL1_18471,Prochlorococcus NATL1A,Prochlorococcus,,conserved hypothetical protein,Unknown,1,4.0,catch_all_only,1,20.0,"Prochlorococcus, Synechococcus",WP_011824389.1,True
P9301_02151,Prochlorococcus MIT9301,Prochlorococcus,pgk,phosphoglycerate kinase,Energy production,1,4.0,informative_multi,3,20.0,"Prochlorococcus, Synechococcus",WP_011862240.1,True
P9301_11341,Prochlorococcus MIT9301,Prochlorococcus,lraI,"ABC-type Mn2+/Zn2+ transport system, periplasmic component",Stress response and adaptation,1,4.0,informative_multi,3,20.0,"Prochlorococcus, Synechococcus",WP_011863093.1,True
P9303_03621,Prochlorococcus MIT9303,Prochlorococcus,,conserved hypothetical protein,Unknown,1,4.0,no_evidence,0,3.0,Prochlorococcus,WP_236069863.1,True
P9303_17791,Prochlorococcus MIT9303,Prochlorococcus,,conserved hypothetical protein,Unknown,1,4.0,catch_all_only,1,6.0,"Prochlorococcus, Synechococcus",WP_196757591.1,True
PMM0020,Prochlorococcus MED4,Prochlorococcus,,"DNA-binding protein, YbaB/EbfC family",Unknown,1,4.0,informative_multi,3,20.0,"Prochlorococcus, Synechococcus",WP_011131658.1,True
PMM0087,Prochlorococcus MED4,Prochlorococcus,,conserved hypothetical protein,Unknown,1,4.0,catch_all_only,1,20.0,"Prochlorococcus, Synechococcus",WP_011131725.1,True
PMM0187,Prochlorococcus MED4,Prochlorococcus,argS,arginine--tRNA ligase,Translation,1,4.0,informative_multi,3,20.0,"Prochlorococcus, Synechococcus",WP_011131826.1,True
PMM0214,Prochlorococcus MED4,Prochlorococcus,sul3,sulfate transporter family protein,Transport,1,4.0,informative_multi,3,20.0,"Prochlorococcus, Synechococcus",WP_011131853.1,True
PMM0227,Prochlorococcus MED4,Prochlorococcus,sat,sulfate adenylyltransferase,Central intermediary metabolism,1,4.0,informative_multi,3,20.0,"Prochlorococcus, Synechococcus",WP_011131866.1,True
PMM0246,Prochlorococcus MED4,Prochlorococcus,ntcA,global nitrogen regulatory protein,Stress response and adaptation,1,4.0,informative_multi,3,20.0,"Prochlorococcus, Synechococcus",WP_011131884.1,True
PMM0252,Prochlorococcus MED4,Prochlorococcus,psbN,photosystem II reaction center assembly factor,Photosynthesis,1,4.0,informative_multi,3,16.0,"Prochlorococcus, Synechococcus",WP_011131890.1,True
PMM0372,Prochlorococcus MED4,Prochlorococcus,cynD,cyanate ABC transporter ATP-binding protein,Central intermediary metabolism,1,4.0,informative_multi,3,3.0,"Prochlorococcus, Synechococcus",WP_011132009.1,True
PMM0417,Prochlorococcus MED4,Prochlorococcus,,uncharacterized conserved membrane protein,Unknown,1,4.0,catch_all_only,1,14.0,Prochlorococcus,WP_011132053.1,True
PMM0426,Prochlorococcus MED4,Prochlorococcus,sun,ribosomal RNA small subunit methyltransferase B,Translation,1,4.0,informative_multi,3,20.0,"Prochlorococcus, Synechococcus",WP_011132062.1,True
PMM0509,Prochlorococcus MED4,Prochlorococcus,,conserved hypothetical protein,Unknown,1,4.0,catch_all_only,1,20.0,"Prochlorococcus, Synechococcus",WP_011132144.1,True
PMM0707,Prochlorococcus MED4,Prochlorococcus,,uncharacterized conserved secreted protein,Unknown,1,4.0,catch_all_only,1,5.0,Prochlorococcus,WP_011132341.1,True
PMM1018,Prochlorococcus MED4,Prochlorococcus,,conserved hypothetical protein,Unknown,1,4.0,informative_single,2,14.0,Prochlorococcus,WP_011132650.1,True
PMM1179,Prochlorococcus MED4,Prochlorococcus,,eamA-like transporter family protein,Transport,1,4.0,informative_multi,3,20.0,"Prochlorococcus, Synechococcus",WP_011132813.1,True
PMM1403,Prochlorococcus MED4,Prochlorococcus,,HNH endonuclease family protein,Replication and repair,1,4.0,informative_multi,3,21.0,"Prochlorococcus, Synechococcus",WP_011133032.1,True
PMM1405,Prochlorococcus MED4,Prochlorococcus,,conserved hypothetical protein,Unknown,1,4.0,no_evidence,0,1.0,Prochlorococcus,WP_011133034.1,True
PMM1482,Prochlorococcus MED4,Prochlorococcus,hli,high light inducible protein,Stress response and adaptation,1,4.0,informative_multi,3,20.0,"Prochlorococcus, Synechococcus",WP_011133110.1,True
PMM1484,Prochlorococcus MED4,Prochlorococcus,rpoC1,"DNA-directed RNA polymerase complex, gamma subunit",Transcription,1,4.0,informative_multi,3,20.0,"Prochlorococcus, Synechococcus",WP_011133112.1,True
PMM1557,Prochlorococcus MED4,Prochlorococcus,rplD,50S ribosomal protein L4,Translation,1,4.0,informative_multi,3,20.0,"Prochlorococcus, Synechococcus",WP_011133185.1,True
PMM1609,Prochlorococcus MED4,Prochlorococcus,fabF,beta-ketoacyl-(acyl-carrier-protein) synthase II (KASII),Lipid metabolism,1,4.0,informative_multi,3,20.0,"Prochlorococcus, Synechococcus",WP_011133236.1,True
PMM1830,Prochlorococcus MED4,Prochlorococcus,,conserved hypothetical protein,Unknown,1,4.0,catch_all_only,1,9.0,Prochlorococcus,WP_173027947.1,True
PMM1832,Prochlorococcus MED4,Prochlorococcus,,Conserved hypothetical protein,Unknown,1,4.0,no_evidence,0,7.0,Prochlorococcus,WP_173027949.1,True
PMM1854,Prochlorococcus MED4,Prochlorococcus,,Conserved hypothetical protein,Unknown,1,4.0,no_evidence,0,13.0,Prochlorococcus,WP_036930966.1,True
PMM1859,Prochlorococcus MED4,Prochlorococcus,,uncharacterized conserved membrane protein,Unknown,1,4.0,catch_all_only,1,9.0,Prochlorococcus,WP_036930846.1,True
PMM1883,Prochlorococcus MED4,Prochlorococcus,,conserved hypothetical protein,Unknown,1,4.0,catch_all_only,1,14.0,Prochlorococcus,WP_036930795.1,True
PMM1949,Prochlorococcus MED4,Prochlorococcus,,conserved hypothetical protein,Unknown,1,4.0,catch_all_only,1,9.0,Prochlorococcus,WP_173028018.1,True
PMM1988,Prochlorococcus MED4,Prochlorococcus,,Conserved hypothetical protein,Unknown,1,4.0,no_evidence,0,13.0,Prochlorococcus,WP_173028043.1,True
PMM2012,Prochlorococcus MED4,Prochlorococcus,,Hypothetical protein,Unknown,1,4.0,no_evidence,0,7.0,Prochlorococcus,,False
PMN2A_0119,Prochlorococcus NATL2A,Prochlorococcus,PMN2A_RS03545,uncharacterized conserved membrane protein,Unknown,1,4.0,catch_all_only,1,14.0,Prochlorococcus,WP_011293653.1,True
PMN2A_0348,Prochlorococcus NATL2A,Prochlorococcus,PMN2A_RS04700,conserved hypothetical protein,Unknown,1,4.0,no_evidence,0,4.0,Prochlorococcus,WP_011293882.1,True
PMN2A_0429,Prochlorococcus NATL2A,Prochlorococcus,PTOX,plastoquinol terminal oxidase,Stress response and adaptation,1,4.0,informative_multi,3,12.0,Prochlorococcus,WP_011294528.1,True
PMN2A_0471,Prochlorococcus NATL2A,Prochlorococcus,PMN2A_RS10095,conserved hypothetical protein,Unknown,1,4.0,catch_all_only,1,20.0,"Prochlorococcus, Synechococcus",WP_011294569.1,True
PMN2A_0981,Prochlorococcus NATL2A,Prochlorococcus,atpA,ATP synthase alpha chain,Photosynthesis,1,4.0,informative_multi,3,20.0,"Prochlorococcus, Synechococcus",WP_011295327.1,True
PMN2A_0987,Prochlorococcus NATL2A,Prochlorococcus,atp1,ATP synthase protein I,Photosynthesis,1,4.0,informative_multi,3,20.0,"Prochlorococcus, Synechococcus",WP_011295332.1,True
PMN2A_0992,Prochlorococcus NATL2A,Prochlorococcus,PMN2A_RS08195,conserved hypothetical protein,Unknown,1,4.0,catch_all_only,1,20.0,"Prochlorococcus, Synechococcus",WP_011295337.1,True
PMN2A_2022,Prochlorococcus NATL2A,Prochlorococcus,hli,possible high light inducible protein,Stress response and adaptation,1,4.0,informative_single,2,29.0,Prochlorococcus,WP_011294968.1,True
PMN2A_2115,Prochlorococcus NATL2A,Prochlorococcus,PMN2A_RS10310,conserved hypothetical protein,Unknown,1,4.0,no_evidence,0,4.0,Prochlorococcus,WP_011295006.1,True
PMN2A_2186,Prochlorococcus NATL2A,Prochlorococcus,,conserved hypothetical protein,Unknown,1,4.0,catch_all_only,1,8.0,"Prochlorococcus, Synechococcus",,False
PMT0237,Prochlorococcus MIT9313,Prochlorococcus,,possible (AF314193) Toutatis,Unknown,1,4.0,no_evidence,0,3.0,Prochlorococcus,WP_011129616.1,True
PMT0283,Prochlorococcus MIT9313,Prochlorococcus,glyQ,"glycine--tRNA ligase, alpha subunit",Translation,1,4.0,informative_multi,3,20.0,"Prochlorococcus, Synechococcus",WP_011129662.1,True
PMT0390,Prochlorococcus MIT9313,Prochlorococcus,,possible Coproporphyrinogen III oxidase,Unknown,1,4.0,no_evidence,0,2.0,Prochlorococcus,WP_157859786.1,True
PMT0855,Prochlorococcus MIT9313,Prochlorococcus,pncA,isochorismatase-like hydrolase superfamily,Coenzyme metabolism,1,4.0,informative_multi,3,16.0,Prochlorococcus,WP_052646170.1,True
PMT0870,Prochlorococcus MIT9313,Prochlorococcus,,conserved hypothetical protein,Unknown,1,4.0,no_evidence,0,1.0,Prochlorococcus,WP_157859814.1,True
PMT0892,Prochlorococcus MIT9313,Prochlorococcus,,conserved hypothetical protein,Unknown,1,4.0,catch_all_only,1,2.0,Prochlorococcus,WP_236069663.1,True
PMT1000,Prochlorococcus MIT9313,Prochlorococcus,gap3,glyceraldehyde-3-phosphate dehydrogenase,Stress response and adaptation,1,4.0,informative_multi,3,16.0,"Prochlorococcus, Synechococcus",WP_041385057.1,True
PMT1283,Prochlorococcus MIT9313,Prochlorococcus,phhB,pterin-4-alpha-carbinolamine dehydratase,Carbohydrate metabolism,1,4.0,informative_multi,3,20.0,"Prochlorococcus, Synechococcus",WP_011130652.1,True
PMT1481,Prochlorococcus MIT9313,Prochlorococcus,glnB,nitrogen regulatory protein P-II,Stress response and adaptation,1,4.0,informative_multi,3,20.0,"Prochlorococcus, Synechococcus",WP_011130849.1,True
PMT1561,Prochlorococcus MIT9313,Prochlorococcus,,conserved hypothetical protein,Unknown,1,4.0,catch_all_only,1,2.0,Prochlorococcus,WP_011130928.1,True
PMT2041,Prochlorococcus MIT9313,Prochlorococcus,,putative dockerin type I repeat,Unknown,1,4.0,catch_all_only,1,3.0,"Prochlorococcus, Synechococcus",WP_041384725.1,True
PMT9312_0203,Prochlorococcus MIT9312,Prochlorococcus,rplL,50S ribosomal protein L7/L12,Stress response and adaptation,1,4.0,informative_multi,3,20.0,"Prochlorococcus, Synechococcus",WP_011375769.1,True
PMT9312_1272,Prochlorococcus MIT9312,Prochlorococcus,isiB,flavodoxin,Stress response and adaptation,1,4.0,informative_multi,3,18.0,"Prochlorococcus, Synechococcus",WP_011376818.1,True
PMT9312_1611,Prochlorococcus MIT9312,Prochlorococcus,psaL,photosystem I reaction centre subunit XI,Stress response and adaptation,1,4.0,informative_multi,3,20.0,"Prochlorococcus, Synechococcus",WP_011377153.1,True
PMT9312_1670,Prochlorococcus MIT9312,Prochlorococcus,psaD,photosystem I reaction center subunit II,Photosynthesis,1,4.0,informative_multi,3,20.0,"Prochlorococcus, Synechococcus",WP_011377212.1,True
PMT9312_1821,Prochlorococcus MIT9312,Prochlorococcus,,conserved hypothetical protein,Unknown,1,4.0,catch_all_only,1,9.0,Prochlorococcus,WP_193741828.1,True
PMT9312_1966,Prochlorococcus MIT9312,Prochlorococcus,,conserved hypothetical protein,Unknown,1,4.0,no_evidence,0,2.0,Prochlorococcus,WP_155105306.1,True
PMT_1699,Prochlorococcus MIT9313,Prochlorococcus,,site-specific recombinase,Replication and repair,1,4.0,informative_multi,3,1.0,Prochlorococcus,WP_011131066.1,True
Pro0022,Prochlorococcus marinus subsp. marinus CCMP1375 (SS120),Prochlorococcus,murC,UDP-N-acetylmuramate-alanine ligase,Cell wall and membrane,1,4.0,informative_multi,3,20.0,"Prochlorococcus, Synechococcus",WP_011124177.1,True
Pro0391,Prochlorococcus marinus subsp. marinus CCMP1375 (SS120),Prochlorococcus,ylmE,conserved hypothetical protein YlmE,Cellular processes,1,4.0,informative_multi,3,20.0,"Prochlorococcus, Synechococcus",WP_011124546.1,True
Pro0646,Prochlorococcus marinus subsp. marinus CCMP1375 (SS120),Prochlorococcus,,Predicted protein family PM-6,Unknown,1,4.0,catch_all_only,1,8.0,Prochlorococcus,WP_011124798.1,True
Pro1200,Prochlorococcus marinus subsp. marinus CCMP1375 (SS120),Prochlorococcus,,2-oxoglutarate/iron-dependent dioxygenase,Post-translational modification,1,4.0,informative_multi,3,14.0,"Prochlorococcus, Synechococcus",WP_011125352.1,True
Pro1733,Prochlorococcus marinus subsp. marinus CCMP1375 (SS120),Prochlorococcus,psaD,photosystem I reaction center subunit II,Photosynthesis,1,4.0,informative_multi,3,20.0,"Prochlorococcus, Synechococcus",WP_011125882.1,True
SPO0046,Ruegeria pomeroyi DSS-3,Ruegeria,thiO,FAD-dependent oxidoreductase,Energy production,1,4.0,informative_multi,3,2.0,"Alteromonas, Ruegeria",WP_011045818.1,True
SPO0186,Ruegeria pomeroyi DSS-3,Ruegeria,tctC,tripartite tricarboxylate transporter substrate binding protein,Unknown,1,4.0,informative_multi,3,2.0,"Pseudomonas, Ruegeria",WP_011045955.1,True
SPO1710,Ruegeria pomeroyi DSS-3,Ruegeria,urtA,urea ABC transporter substrate-binding protein,Amino acid metabolism,1,4.0,informative_multi,3,3.0,"Alteromonas, Pseudomonas, Ruegeria",WP_044029188.1,True
SPO2554,Ruegeria pomeroyi DSS-3,Ruegeria,,ABC transporter substrate-binding protein,Amino acid metabolism,1,4.0,informative_multi,3,17.0,"Alteromonas, Pseudomonas, Ruegeria",WP_044029270.1,True
SPO2929,Ruegeria pomeroyi DSS-3,Ruegeria,deoA,thymidine phosphorylase,Nucleotide metabolism,1,4.0,informative_multi,3,2.0,"Ruegeria, Shewanella",WP_011048629.1,True
SPO3036,Ruegeria pomeroyi DSS-3,Ruegeria,,alkyl/aryl-sulfatase,Secondary metabolites,1,4.0,informative_multi,3,2.0,"Pseudomonas, Ruegeria",WP_230981747.1,True
SPO3415,Ruegeria pomeroyi DSS-3,Ruegeria,lolA,LolA family protein,Cell wall and membrane,1,4.0,informative_multi,3,1.0,Ruegeria,WP_011049098.1,True
SPO3720,Ruegeria pomeroyi DSS-3,Ruegeria,tyrB,aromatic amino acid transaminase,Amino acid metabolism,1,4.0,informative_multi,3,15.0,"Alteromonas, Pseudomonas, Ruegeria, Shewanella",WP_011049398.1,True
SYNW0136,Synechococcus WH8102,Parasynechococcus,,TPR repeat family protein,Cell motility,1,4.0,informative_multi,3,20.0,"Prochlorococcus, Synechococcus",WP_042504070.1,True
SYNW0790,Synechococcus WH8102,Parasynechococcus,mviM,"oxidoreductase, NAD-binding Rossmann fold family protein",Unknown,1,4.0,informative_multi,3,20.0,"Prochlorococcus, Synechococcus",WP_011127655.1,True
SYNW1230,Synechococcus WH8102,Parasynechococcus,,DnaJ type IV chaperone protein,Post-translational modification,1,4.0,informative_multi,3,20.0,"Prochlorococcus, Synechococcus",WP_011128094.1,True
SYNW1300,Synechococcus WH8102,Parasynechococcus,ftsH2,photosystem II D1 repair protein FtsH2,Post-translational modification,1,4.0,informative_multi,3,20.0,"Prochlorococcus, Synechococcus",WP_011128164.1,True
SYNW1413,Synechococcus WH8102,Parasynechococcus,hypA,hydrogenase nickel insertion protein,Post-translational modification,1,4.0,informative_multi,3,1.0,Synechococcus,WP_011128277.1,True
SYNW1479,Synechococcus WH8102,Parasynechococcus,,conserved hypothetical protein,Unknown,1,4.0,informative_single,2,20.0,"Prochlorococcus, Synechococcus",WP_011128343.1,True
SYNW2078,Synechococcus WH8102,Parasynechococcus,rplX,50S ribosomal protein L24,Translation,1,4.0,informative_multi,3,20.0,"Prochlorococcus, Synechococcus",WP_011128936.1,True
SYNW2100,Synechococcus WH8102,Parasynechococcus,,conserved hypothetical protein,Unknown,1,4.0,catch_all_only,1,1.0,Synechococcus,,False
SYNW2365,Synechococcus WH8102,Parasynechococcus,hspA,small heat shock protein (HSP20) family protein,Stress response and adaptation,1,4.0,informative_multi,3,4.0,Synechococcus,WP_011129218.1,True
SYNW2496,Synechococcus WH8102,Parasynechococcus,rpoD4,"RNA polymerase sigma factor, type II",Transcription,1,4.0,informative_multi,3,20.0,"Prochlorococcus, Synechococcus",WP_011129349.1,True
Sputw3181_0700,Shewanella sp. W3-18-1,Shewanella,glnK,P-II family nitrogen regulator,Transcription,1,4.0,informative_multi,3,27.0,"Alteromonas, Pseudomonas, Ruegeria, Shewanella",WP_011788081.1,True
SynWH7803_0036,Synechococcus WH7803,Synechococcus,wcaG,uncharacterized conserved NADP-binding domain-containing protein,Carbohydrate metabolism,1,4.0,informative_multi,3,20.0,"Prochlorococcus, Synechococcus",WP_011931970.1,True
SynWH7803_0088,Synechococcus WH7803,Synechococcus,ribH,"6,7-dimethyl-8-ribityllumazine synthase",Coenzyme metabolism,1,4.0,informative_multi,3,20.0,"Prochlorococcus, Synechococcus",WP_011932022.1,True
SynWH7803_0434,Synechococcus WH7803,Synechococcus,rplC,50S ribosomal protein L3,Translation,1,4.0,informative_multi,3,20.0,"Prochlorococcus, Synechococcus",WP_011932348.1,True
SynWH7803_0507,Synechococcus WH7803,Synechococcus,unk4,conserved hypothetical protein,Unknown,1,4.0,catch_all_only,1,4.0,Synechococcus,WP_011932421.1,True
SynWH7803_0748,Synechococcus WH7803,Synechococcus,clpB1,ATP-dependent Clp protease ATP-binding subunit ClpB,Stress response and adaptation,1,4.0,informative_multi,3,21.0,"Prochlorococcus, Synechococcus",,False
SynWH7803_0993,Synechococcus WH7803,Synechococcus,,outer membrane porin,Stress response and adaptation,1,4.0,informative_multi,3,79.0,"Prochlorococcus, Synechococcus",WP_041428455.1,True
SynWH7803_1218,Synechococcus WH7803,Synechococcus,pyk,pyruvate kinase,Carbohydrate metabolism,1,4.0,informative_multi,3,20.0,"Prochlorococcus, Synechococcus",WP_011933125.1,True
SynWH7803_1472,Synechococcus WH7803,Synechococcus,aspC,aspartate aminotransferase,Amino acid metabolism,1,4.0,informative_multi,3,20.0,"Prochlorococcus, Synechococcus",WP_011933375.1,True
SynWH7803_1957,Synechococcus WH7803,Synechococcus,fabZ,beta-hydroxy-acyl-(acyl-carrier-protein) dehydratase (DH),Lipid metabolism,1,4.0,informative_multi,3,20.0,"Prochlorococcus, Synechococcus",WP_041428667.1,True
SynWH7803_2000,Synechococcus WH7803,Synechococcus,atpB,ATP synthase beta chain,Photosynthesis,1,4.0,informative_multi,3,20.0,"Prochlorococcus, Synechococcus",WP_011933893.1,True
SynWH7803_2068,Synechococcus WH7803,Synechococcus,chiC,chitinase,Central intermediary metabolism,1,4.0,informative_multi,3,1.0,Synechococcus,WP_011933959.1,True
SynWH7803_2093,Synechococcus WH7803,Synechococcus,cp12,CP12 polypeptide,Photosynthesis,1,4.0,informative_multi,3,20.0,"Prochlorococcus, Synechococcus",WP_011933983.1,True
SynWH7803_2403,Synechococcus WH7803,Synechococcus,hspA,small heat shock protein (HSP20) family protein,Stress response and adaptation,1,4.0,informative_multi,3,4.0,Synechococcus,WP_011934289.1,True
sync_1293,Synechococcus CC9311,Synechococcus,dnaK4,chaperone protein DnaK,Post-translational modification,1,4.0,informative_multi,3,1.0,Synechococcus,WP_011619221.1,True
A9601_12821,Prochlorococcus AS9601,Prochlorococcus,,conserved hypothetical protein,Unknown,1,5.0,catch_all_only,1,14.0,Prochlorococcus,WP_011818710.1,True
A9601_13071,Prochlorococcus AS9601,Prochlorococcus,,uncharacterized conserved secreted protein,Unknown,1,5.0,catch_all_only,1,11.0,Prochlorococcus,WP_011818732.1,True
